,JKL,ATC ,INN,Zaštićeno ime leka,FO,Pakovanje i jačina  leka,Naziv proizvođača leka,Država proizvodnje leka,Cena leka na veliko za pakovanje,DDD,Cena leka na veliko po DDD,Participacija osiguranog lica,Indikacija,Napomena
359,1021562,J01CR02,"amoksicilin, klavulanska kiselina",KLAVOBEL BID,film tableta,"blister,14 po (875mg+125mg)","Belupo,ljekovi i kozmetika d.d",Hrvatska,350.1,1g,28.579591836734696,0.5," 1.  Infekcije gornjeg i donjeg respiratornog trakta (J00- J06.8; J20; J32; J40; J41; J42),
 2.  Infekcije urogenitalnog trakta  ( N30, N34; N36; N37; N39 ),
 3.  Infekcije srednjeg uha ( H65; H66 ).",
360,1021611,J01CR02,"amoksicilin, klavulanska kiselina",PANKLAV,film tableta,"bočica staklena, 15 po (500mg + 125mg)",Hemofarm A.D Vršac,Republika Srbija,522.4,1g,69.65333333333334,0.5," 1.  Infekcije gornjeg i donjeg respiratornog trakta (J00- J06.8; J20; J32; J40; J41; J42),
 2.  Infekcije urogenitalnog trakta  ( N30, N34; N36; N37; N39 ),
 3.  Infekcije srednjeg uha ( H65; H66 ).",
361,1021610,J01CR02,"amoksicilin, klavulanska kiselina",PANKLAV 2X,film tableta,"teglica, 10 po (875mg + 125mg)",Hemofarm A.D Vršac,Republika Srbija,250.1,1g,28.58285714285714,0.5," 1.  Infekcije gornjeg i donjeg respiratornog trakta (J00- J06.8; J20; J32; J40; J41; J42),
 2.  Infekcije urogenitalnog trakta  ( N30, N34; N36; N37; N39 ),
 3.  Infekcije srednjeg uha ( H65; H66 ).",
362,1321900,J01DB05,cefadroksil,VALDOCEF,"kapsula, tvrda","blister,16 po 500 mg",Alkaloid AD Skoplje,Republika Makedonija,388.0,2g,97,0.4,"1.Infekcije gornjeg respiratornog trakta ( J02-J03);
2.Akutno zapaljenje mokraćne bešike (N30);
3. Infekcija mokraćnih puteva neoznačene lokalizacije (N39.0).",
363,1321976,J01DC02,cefuroksim,CEROXIM,tableta,"blister, 10 po 250 mg",Medico Uno d.o.o.,Republika Srbija,325.6,"0,5 g",65.12,0.5," 1. Infekcije donjeg respiratornog trakta (J13; J14; J15; J20; J32; J40; J41; J42),
  2. Infekcije kože i i mekog tkiva ( L00-L08 ),
  3. Infekcije mokraćne bešike i mokraćnih puteva ( N30; N34 ), 
  4. Lajmska bolest (A69.2).",
364,1321977,J01DC02,cefuroksim,CEROXIM,tableta,"blister, 10 po 500 mg",Medico Uno d.o.o.,Republika Srbija,412.7,"0,5 g",41.269999999999996,0.5," 1. Infekcije donjeg respiratornog trakta (J13; J14; J15; J20; J32; J40; J41; J42),
  2. Infekcije kože i i mekog tkiva ( L00-L08 ),
  3. Infekcije mokraćne bešike i mokraćnih puteva ( N30; N34 ), 
  4. Lajmska bolest (A69.2).",
365,1321956,J01DC02,cefuroksim,ZINNAT,film tableta,"blister, 14 po 500 mg",Glaxo Operations UK Limited,Velika Britanija,642.1,"0,5 g",45.864285714285714,0.55," 1. Infekcije donjeg respiratornog trakta (J13; J14; J15; J20; J32; J40; J41; J42),
  2. Infekcije kože i i mekog tkiva ( L00-L08 ),
  3. Infekcije mokraćne bešike i mokraćnih puteva ( N30; N34 ), 
  4. Lajmska bolest (A69.2).",
366,1321807,J01DC02,cefuroksim,AKSEF,film tableta,"blister, 10 po 500 mg",Nobel Ilac Sanayii ve Ticaret A.S.,Turska,412.7,0.5 g,41.269999999999996,0.5," 1. Infekcije donjeg respiratornog trakta (J13; J14; J15; J20; J32; J40; J41; J42),
  2. Infekcije kože i i mekog tkiva ( L00-L08 ),
  3. Infekcije mokraćne bešike i mokraćnih puteva ( N30; N34 ), 
  4. Lajmska bolest (A69.2).",
367,1321195,J01DC04,cefahlor,ALFACET,"kapsula, tvrda","blister, 16 po 500 mg",Galenika AD Beograd,Republika Srbija,700.5,1 g,87.5625,0.8,"1. Infekcije gornjeg i donjeg respiratornog trakta (J00-J06.8; J13; J14; J15; J20; J32; J40; J41; J42), 
2. Infekcije kože i mekog tkiva ( L00-L08 ), 
3. Infekcije mokraćne bešike i mokraćnih puteva ( N30; N34 ), 
4. Zapaljenje srednjeg uha (H65;H66).",
368,1321610,J01DC04,cefahlor,CEFAKLOR ALKALOID,"kapsula, tvrda","blister, 16 po 500 mg",Alkaloid a.d. Skopje,Republika Makedonija,700.5,1 g,87.5625,0.8,"1. Infekcije gornjeg i donjeg respiratornog trakta (J00-J06.8; J13; J14; J15; J20; J32; J40; J41; J42), 
2. Infekcije kože i mekog tkiva ( L00-L08 ), 
3. Infekcije mokraćne bešike i mokraćnih puteva ( N30; N34 ), 
4. Zapaljenje srednjeg uha (H65;H66).",
369,1321950,J01DC10,cefprozil,CEFZIL,film tableta,"blister, 10 po 500 mg",Pencef Pharma GMBH,Nemačka,650.0,1 g,130,0.85,"1. Infekcije gornjeg i donjeg respiratornog trakta (J00-J06.8; J13; J14; J15; J20; J32; J40; J41; J42), 
2. Infekcije koţe i mekog tkiva ( L00-L08 ), 
3. Infekcije mokraćne bešike i mokraćnih puteva ( N30; N34 ), 
4. Zapaljenje srednjeg uha (H65;H66).",
370,1321620,J01DD08,cefiksim,PANCEF,film tableta ,"blister, 10 po 400 mg",Alkaloid a.d. Skopje,Republika Makedonija,515.6,"0,4 g",51.56,0.65,"1. Infekcije gornjeg i donjeg respiratornog trakta (J01-J03; J13; J14; J15; J20; J32; J40; J41; J42); 
2. Zapaljenje srednjeg uha (H65; H66); 
3. Urinarne infekcije (N00; N10; N30; N34).",
371,1321622,J01DD08,cefiksim,PANCEF,film tableta,"blister, 5 po 400 mg",Alkaloid a.d. Skopje,Republika Makedonija,257.8,"0,4 g",51.56,0.65,"1. Infekcije gornjeg i donjeg respiratornog trakta (J01-J03; J13; J14; J15; J20; J32; J40; J41; J42); 
2. Zapaljenje srednjeg uha (H65; H66); 
3. Urinarne infekcije (N00; N10; N30; N34).",
372,1321521,J01DD13,cefpodoksim,TRIDOX,film tableta,"blister, 10 po 100 mg",Alkaloid a.d.,Republika Makedonija,315.4,"0,4 g",126.16000000000001,0.65,"1. Infekcije gornjeg i donjeg respiratornog trakta (J01-J03; J13; J14; J15; J20; J32; J40; J41; J42);
 2. Zapaljenje srednjeg uha (H65;H66);
 3. Urinarne infekcije (N00; N10; N30; N34).",
373,1321523,J01DD13,cefpodoksim,TRIDOX,film tableta,"blister, 10 po 200 mg",Alkaloid a.d.,Republika Makedonija,631.0,"0,4 g",126.2,0.65,"1. Infekcije gornjeg i donjeg respiratornog trakta (J01-J03; J13; J14; J15; J20; J32; J40; J41; J42);
 2. Zapaljenje srednjeg uha (H65;H66);
 3. Urinarne infekcije (N00; N10; N30; N34).",
374,1325300,J01FA06,roksitromicin,ROXIMISAN,film tableta,"blister, 10 po 150 mg",Slaviamed d.o.o.,Republika Srbija,412.0,"0,3 g",82.4,0.5,"1. Infekcije respiratornog trakta (J00-J06;J15.7;J16.0; J20-J32, J40; J41-J42);
2. Infekcije srednjeg uha (H65;H66);
3. Infekcije kože i mekog tkiva (L00-L08);
4. Infekcije mokraćnih puteva (N34).",
375,1325611,J01FA09,klaritromicin,FROMILID,film tableta,"blister, 14 po 500 mg","Krka, Tovarna Zdravil, d.d.",Slovenija,355.7,"0,5 g",25.407142857142855,0.55,"1. Infekcije respiratornog trakta ( J00-J06; J15.7; J16.0; J20-J32; J41-J42 ), 
 2. Infekcije srednjeg uha ( H65; H66 ),
 3. Infekcije kože i i mekog tkiva ( L00-L08 ),
 4. Infekcije želuca i dvanaestopalačnog creva sa Helicobacter pylori (K29),
 5. Infekcije izazvane Mycobacterium ( A31 ).",
376,1325651,J01FA09,klaritromicin,FROMILID UNO,tableta sa produženim oslobađanjem,"blister, 7 po 500 mg","Krka, Tovarna Zdravil, d.d.",Slovenija,197.5,"0,5 g",28.214285714285715,0.55,"1. Infekcije respiratornog trakta ( J00-J06; J15.7; J16.0; J20-J32; J41-J42 ), 
 2. Infekcije srednjeg uha ( H65; H66 ),
 3. Infekcije kože i i mekog tkiva ( L00-L08 ),
 4. Infekcije želuca i dvanaestopalačnog creva sa Helicobacter pylori (K29),
 5. Infekcije izazvane Mycobacterium ( A31 ).",
377,1325653,J01FA09,klaritromicin,FROMILID UNO,tableta sa produženim oslobađanjem,"blister, 14 po 500 mg","Krka, Tovarna Zdravil, d.d.",Slovenija,395.0,"0,5 g",28.214285714285715,0.55,"1. Infekcije respiratornog trakta ( J00-J06; J15.7; J16.0; J20-J32; J41-J42 ), 
 2. Infekcije srednjeg uha ( H65; H66 ),
 3. Infekcije kože i i mekog tkiva ( L00-L08 ),
 4. Infekcije želuca i dvanaestopalačnog creva sa Helicobacter pylori (K29),
 5. Infekcije izazvane Mycobacterium ( A31 ).",
378,1325525,J01FA09,klaritromicin,KLACID,film tableta,"blister, 14 po 500 mg",AbbVie S.r.l.,Italija,355.7,"0,5 g",25.407142857142855,0.55,"1. Infekcije respiratornog trakta ( J00-J06; J15.7; J16.0; J20-J32; J41-J42 ), 
 2. Infekcije srednjeg uha ( H65; H66 ),
 3. Infekcije kože i i mekog tkiva ( L00-L08 ),
 4. Infekcije želuca i dvanaestopalačnog creva sa Helicobacter pylori (K29),
 5. Infekcije izazvane Mycobacterium ( A31 ).",
379,1325527,J01FA09,klaritromicin,KLACID MR,film tableta sa modifikovanim oslobađanjem,"blister, 7 po 500 mg",AbbVie S.r.l.,Italija,197.5,"0,5 g",28.214285714285715,0.55,"1. Infekcije respiratornog trakta ( J00-J06; J15.7; J16.0; J20-J32; J41-J42 ), 
 2. Infekcije srednjeg uha ( H65; H66 ),
 3. Infekcije kože i i mekog tkiva ( L00-L08 ),
 4. Infekcije želuca i dvanaestopalačnog creva sa Helicobacter pylori (K29),
 5. Infekcije izazvane Mycobacterium ( A31 ).",
380,1325480,J01FA10,azitromicin,HEMOMYCIN,"kapsula, tvrda","blister, 6 po 250 mg",Hemofarm a.d.,Republika Srbija,202.5,"0,3 g",40.5,0.8,"1. Infekcije respiratornog trakta (J00-J06; J15.7; J16.0; J20-J32; J40; J41-J42),
 2. Infekcije srednjeg uha (H65; H66),
 3. Infekcije kože i i mekog tkiva (L00-L08),
 4. Infekcije izazvane Chlamydia-ma (A55;  A56),
 5. Negonokokni uretritis (N34.1),
 6. Cervicitis (N72).",
381,1325482,J01FA10,azitromicin,HEMOMYCIN,film tableta ,"blister, 3 po 500 mg",Hemofarm a.d.,Republika Srbija,170.5,"0,3 g",34.1,0.8,"1. Infekcije respiratornog trakta (J00-J06; J15.7; J16.0; J20-J32; J40; J41-J42),
 2. Infekcije srednjeg uha (H65; H66),
 3. Infekcije kože i i mekog tkiva (L00-L08),
 4. Infekcije izazvane Chlamydia-ma (A55;  A56),
 5. Negonokokni uretritis (N34.1),
 6. Cervicitis (N72).",
382,1325470,J01FA10,azitromicin,SUMAMED KAPSULE,"kapsula, tvrda","blister, 6 po 250 mg",Pliva Hrvatska d.o.o.,Hrvatska,202.5,"0,3 g",40.5,0.8,"1. Infekcije respiratornog trakta (J00-J06; J15.7; J16.0; J20-J32; J40; J41-J42),
 2. Infekcije srednjeg uha (H65; H66),
 3. Infekcije kože i i mekog tkiva (L00-L08),
 4. Infekcije izazvane Chlamydia-ma (A55;  A56),
 5. Negonokokni uretritis (N34.1),
 6. Cervicitis (N72).",
383,1325472,J01FA10,azitromicin,SUMAMED TABLETE 500,film tableta,"blister, 3 po 500 mg",Pliva Hrvatska d.o.o.,Hrvatska,170.5,"0,3 g",34.1,0.8,"1. Infekcije respiratornog trakta (J00-J06; J15.7; J16.0; J20-J32; J40; J41-J42),
 2. Infekcije srednjeg uha (H65; H66),
 3. Infekcije kože i i mekog tkiva (L00-L08),
 4. Infekcije izazvane Chlamydia-ma (A55;  A56),
 5. Negonokokni uretritis (N34.1),
 6. Cervicitis (N72).",
384,1325541,J01FA10,azitromicin,AZIBIOT,film tableta,"blister, 3 po 500 mg", Krka Polska SP. Z.O.O.,Poljska,170.5,"0,3 g",34.1,0.8,"1. Infekcije respiratornog trakta (J00-J06; J15.7; J16.0; J20-J32; J40; J41-J42),
 2. Infekcije srednjeg uha (H65; H66),
 3. Infekcije kože i i mekog tkiva (L00-L08),
 4. Infekcije izazvane Chlamydia-ma (A55;  A56),
 5. Negonokokni uretritis (N34.1),
 6. Cervicitis (N72).",
385,1325563,J01FA10,azitromicin,AZINOCIN,film tableta,"blister, 3 po 500 mg","EMS, S.A.",Brazil,170.5,"0,3 g",34.1,0.8,"1. Infekcije respiratornog trakta (J00-J06; J15.7; J16.0; J20-J32; J40; J41-J42),
 2. Infekcije srednjeg uha (H65; H66),
 3. Infekcije kože i i mekog tkiva (L00-L08),
 4. Infekcije izazvane Chlamydia-ma (A55;  A56),
 5. Negonokokni uretritis (N34.1),
 6. Cervicitis (N72).",
386,1326226,J01FF01,klindamicin,CLINDAMYCIN-MIP,film tableta,"blister, 12 po 300 mg",Chephasaar Chem. Pharm.,Nemačka,257.3,"1,2 g",85.76666666666665,0.25,,
387,1326228,J01FF01,klindamicin,CLINDAMYCIN-MIP,film tableta,"blister, 12 po 600 mg",Chephasaar Chem. Pharm.,Nemačka,482.0,"1,2 g",80.33333333333333,0.25,,
388,1326222,J01FF01,klindamicin,CLINDAMYCIN-MIP,film tableta,"blister, 30 po 600 mg",Chephasaar Chem. Pharm.,Nemačka,1205.0,"1,2 g",80.33333333333333,0.25,,
389,1329371,J01MA12,levofloksacin,LEVOMAX,film tableta,"blister, 10 po 500 mg",PharmaSwiss d.o.o.,Republika Srbija,683.9,"0,5 g",68.39,0.25,"1. Infekcija respiratornog trakta izazvana uzročnikom Mycoplasma pneumoniae (J15.7);
 2. Infekcije urinarnog trakta (N30; N34; N36; N37; N39);
 3. Akutni bakterijski sinuzitis (J01);
 4. Akutna bakterijska egzacerbacija hroničnog bronhitisa (J41);
 5. Vanbolnička pneumonija (J13-J15).",
390,1329380,J01MA12,levofloksacin,LOFOCIN,film tableta,"blister, 10 po 250 mg",Pharmanova d.o.o.,Republika Srbija,410.1,"0,5 g",82.02000000000001,0.25,"1. Infekcija respiratornog trakta izazvana uzročnikom Mycoplasma pneumoniae (J15.7);
 2. Infekcije urinarnog trakta (N30; N34; N36; N37; N39);
 3. Akutni bakterijski sinuzitis (J01);
 4. Akutna bakterijska egzacerbacija hroničnog bronhitisa (J41);
 5. Vanbolnička pneumonija (J13-J15).",
391,1329381,J01MA12,levofloksacin,LOFOCIN,film tableta,"blister, 10 po 500 mg",Pharmanova d.o.o.,Republika Srbija,683.9,"0,5 g",68.39,0.25,"1. Infekcija respiratornog trakta izazvana uzročnikom Mycoplasma pneumoniae (J15.7);
 2. Infekcije urinarnog trakta (N30; N34; N36; N37; N39);
 3. Akutni bakterijski sinuzitis (J01);
 4. Akutna bakterijska egzacerbacija hroničnog bronhitisa (J41);
 5. Vanbolnička pneumonija (J13-J15).",
392,1329455,J01MA12,levofloksacin,FORTECA,film tableta,"blister, 10 po 250 mg",Hemofarm a.d.,Republika Srbija,410.1,"0,5 g",82.02000000000001,0.25,"1. Infekcija respiratornog trakta izazvana uzročnikom Mycoplasma pneumoniae (J15.7);
 2. Infekcije urinarnog trakta (N30; N34; N36; N37; N39);
 3. Akutni bakterijski sinuzitis (J01);
 4. Akutna bakterijska egzacerbacija hroničnog bronhitisa (J41);
 5. Vanbolnička pneumonija (J13-J15).",
393,1329456,J01MA12,levofloksacin,FORTECA,film tableta,"blister, 10 po 500 mg",Hemofarm a.d.,Republika Srbija,683.9,"0,5 g",68.39,0.25,"1. Infekcija respiratornog trakta izazvana uzročnikom Mycoplasma pneumoniae (J15.7);
 2. Infekcije urinarnog trakta (N30; N34; N36; N37; N39);
 3. Akutni bakterijski sinuzitis (J01);
 4. Akutna bakterijska egzacerbacija hroničnog bronhitisa (J41);
 5. Vanbolnička pneumonija (J13-J15).",
394,1329104,J01MA12,levofloksacin,LEVOXA,film tableta,"blister, 10 po 250 mg",Actavis LTD   , Malta       ,410.1,"0,5 g",82.02000000000001,0.25,"1. Infekcija respiratornog trakta izazvana uzročnikom Mycoplasma pneumoniae (J15.7);
 2. Infekcije urinarnog trakta (N30; N34; N36; N37; N39);
 3. Akutni bakterijski sinuzitis (J01);
 4. Akutna bakterijska egzacerbacija hroničnog bronhitisa (J41);
 5. Vanbolnička pneumonija (J13-J15).",
395,1329105,J01MA12,levofloksacin,LEVOXA,film tableta,"blister, 10 po 500 mg",Actavis LTD   , Malta       ,683.9,"0,5 g",68.39,0.25,"1. Infekcija respiratornog trakta izazvana uzročnikom Mycoplasma pneumoniae (J15.7);
 2. Infekcije urinarnog trakta (N30; N34; N36; N37; N39);
 3. Akutni bakterijski sinuzitis (J01);
 4. Akutna bakterijska egzacerbacija hroničnog bronhitisa (J41);
 5. Vanbolnička pneumonija (J13-J15).",
396,1329506,J01MA12,levofloksacin,LEFLOGAL,film tableta,"blister, 7 po 250 mg",Galenika a.d. ,Republika Srbija,287.1,"0,5 g",82.02857142857144,0.25,"1. Infekcija respiratornog trakta izazvana uzročnikom Mycoplasma pneumoniae (J15.7);
 2. Infekcije urinarnog trakta (N30; N34; N36; N37; N39);
 3. Akutni bakterijski sinuzitis (J01);
 4. Akutna bakterijska egzacerbacija hroničnog bronhitisa (J41);
 5. Vanbolnička pneumonija (J13-J15).",
397,1329505,J01MA12,levofloksacin,LEFLOGAL,film tableta,"blister, 7 po 500 mg",Galenika a.d. ,Republika Srbija,478.7,"0,5 g",68.38571428571429,0.25,"1. Infekcija respiratornog trakta izazvana uzročnikom Mycoplasma pneumoniae (J15.7);
 2. Infekcije urinarnog trakta (N30; N34; N36; N37; N39);
 3. Akutni bakterijski sinuzitis (J01);
 4. Akutna bakterijska egzacerbacija hroničnog bronhitisa (J41);
 5. Vanbolnička pneumonija (J13-J15).",
398,1329081,J01MA12,levofloksacin,FOVELID,film tableta,"blister, 10 po 250 mg","Alkaloid a.d..;
Pharmathen S.A.","Republika Severna Makedonija;
Grčka",410.1,"0,5 g",82.02000000000001,0.25,"1. Infekcija respiratornog trakta izazvana uzročnikom Mycoplasma pneumoniae (J15.7);
 2. Infekcije urinarnog trakta (N30; N34; N36; N37; N39);
 3. Akutni bakterijski sinuzitis (J01);
 4. Akutna bakterijska egzacerbacija hroničnog bronhitisa (J41);
 5. Vanbolnička pneumonija (J13-J15).",
399,1329080,J01MA12,levofloksacin,FOVELID,film tableta,"blister, 10 po 500 mg","Alkaloid a.d..;
Pharmathen S.A.","Republika Severna Makedonija;
Grčka",683.9,"0,5 g",68.39,0.25,"1. Infekcija respiratornog trakta izazvana uzročnikom Mycoplasma pneumoniae (J15.7);
 2. Infekcije urinarnog trakta (N30; N34; N36; N37; N39);
 3. Akutni bakterijski sinuzitis (J01);
 4. Akutna bakterijska egzacerbacija hroničnog bronhitisa (J41);
 5. Vanbolnička pneumonija (J13-J15).",
400,1329095,J01MA12,levofloksacin,LEVALOX,film tableta,"blister, 10 po 250mg","Krka, Tovarna zdravil, d.d;Pharmaten S.A",Slovenija; Grčka,410.1,500 mg,82.02000000000001,0.25,"1. Infekcija respiratornog trakta izazvana uzročnikom Mycoplasma pneumoniae (J15.7);
 2. Infekcije urinarnog trakta (N30; N34; N36; N37; N39);
 3. Akutni bakterijski sinuzitis (J01);
 4. Akutna bakterijska egzacerbacija hroničnog bronhitisa (J41);
 5. Vanbolnička pneumonija (J13-J15).",
401,1329098,J01MA12,levofloksacin,LEVALOX,film tableta,"blister, 10 po 500mg","Krka, Tovarna zdravil, d.d;Pharmaten S.A",Slovenija; Grčka,683.9,500 mg,68.39,0.25,"1. Infekcija respiratornog trakta izazvana uzročnikom Mycoplasma pneumoniae (J15.7);
 2. Infekcije urinarnog trakta (N30; N34; N36; N37; N39);
 3. Akutni bakterijski sinuzitis (J01);
 4. Akutna bakterijska egzacerbacija hroničnog bronhitisa (J41);
 5. Vanbolnička pneumonija (J13-J15).",
402,1329001,J01MA14,moksifloksacin,ELFONIS,film tableta,"blister, 10 po 400 mg",Hemofarm A.D,Republika Srbija,675.4,"0,4 g",67.53999999999999,0.3,"1. Akutni bakterijski sinuzitis (J01),
2. Akutna bakterijska egzacerbacija hroničnog bronhitisa (J41),
3. Vanbolnička pneumonija (J13-J15; J18),
4. Komplikovane infekcije kože i potkožnog tkiva, kao nastavak uspešne inicijalne intavenske primene leka (L00; L02-L08),
5. Blage do umerene inflamatorne bolesti male karlice (A54.2; N70; N71; N73)",Za indikaciju pod tačkom 1. lek se uvodi u terapiju na osnovu mišljenja otorinolaringologa za pacijente bezuspešno lečene drugom antibiotskom terapijom. Za indikacije pod tačkom 2. i 3. lek se uvodi u terapiju na osnovu mišljenja pulmologa ili pneumoftiziologa. Za indikaciju pod tačkom 4. lek se uvodi u terapiju na osnovu mišljenja lekara odgovarajuće specijalnosti iz zdravstvene ustanove koja obavlja zdravstvenu delatnost na sekundarnom ili tercijarnom nivou zdravstvene zaštite. Za indikaciju pod tačkom 5. lek se uvodi u terapiju na osnovu mišljenja ginekologa
403,1329006,J01MA14,moksifloksacin,MOLOXIN,film tableta,"blister, 7 po 400 mg","Tad Pharma GmbH; Krka Farma d.o.o., DPC Jastrebarsko; Krka, Tovarna Zdravil, d.d.",Nemačka; Hrvatska; Slovenija,472.8,0.4 g,67.54285714285714,0.3,"1. Akutni bakterijski sinuzitis (J01),
2. Akutna bakterijska egzacerbacija hroničnog bronhitisa (J41),
3. Vanbolnička pneumonija (J13-J15; J18),
4. Komplikovane infekcije kože i potkožnog tkiva, kao nastavak uspešne inicijalne intavenske primene leka (L00; L02-L08),
5. Blage do umerene inflamatorne bolesti male karlice (A54.2; N70; N71; N73)",Za indikaciju pod tačkom 1. lek se uvodi u terapiju na osnovu mišljenja otorinolaringologa za pacijente bezuspešno lečene drugom antibiotskom terapijom. Za indikacije pod tačkom 2. i 3. lek se uvodi u terapiju na osnovu mišljenja pulmologa ili pneumoftiziologa. Za indikaciju pod tačkom 4. lek se uvodi u terapiju na osnovu mišljenja lekara odgovarajuće specijalnosti iz zdravstvene ustanove koja obavlja zdravstvenu delatnost na sekundarnom ili tercijarnom nivou zdravstvene zaštite. Za indikaciju pod tačkom 5. lek se uvodi u terapiju na osnovu mišljenja ginekologa
404,1329007,J01MA14,moksifloksacin,MOLOXIN,film tableta,"blister, 10 po 400 mg","Tad Pharma GmbH; Krka Farma d.o.o., DPC Jastrebarsko; Krka, Tovarna Zdravil, d.d.",Nemačka; Hrvatska; Slovenija,675.4,0.4 g,67.53999999999999,0.3,"1. Akutni bakterijski sinuzitis (J01),
2. Akutna bakterijska egzacerbacija hroničnog bronhitisa (J41),
3. Vanbolnička pneumonija (J13-J15; J18),
4. Komplikovane infekcije kože i potkožnog tkiva, kao nastavak uspešne inicijalne intavenske primene leka (L00; L02-L08),
5. Blage do umerene inflamatorne bolesti male karlice (A54.2; N70; N71; N73)",Za indikaciju pod tačkom 1. lek se uvodi u terapiju na osnovu mišljenja otorinolaringologa za pacijente bezuspešno lečene drugom antibiotskom terapijom. Za indikacije pod tačkom 2. i 3. lek se uvodi u terapiju na osnovu mišljenja pulmologa ili pneumoftiziologa. Za indikaciju pod tačkom 4. lek se uvodi u terapiju na osnovu mišljenja lekara odgovarajuće specijalnosti iz zdravstvene ustanove koja obavlja zdravstvenu delatnost na sekundarnom ili tercijarnom nivou zdravstvene zaštite. Za indikaciju pod tačkom 5. lek se uvodi u terapiju na osnovu mišljenja ginekologa
405,1132320,J01MB04,pipemidinska kiselina,PIPEM,kapsula,20 po 200 mg,Hemofarm a.d.,Republika Srbija,300.0,"0,8 g",60,0.25,,
406,1132300,J01MB04,pipemidinska kiselina,PIPEGAL,kapsula,20 po 200 mg,Galenika a.d.,Republika Srbija,300.0,"0,8 g",60,0.25,,
407,3029730,J01XX01,fosfomicin,MONURAL,granule za oralni rastvor," kesica, 1 po 8g (3g fosfomicina)",Zambon Switzerland Ltd,Švajcarska,300.0,3 g,300,0.25,Lečenje akutnih nekomplikovanih infekcija donjih mokraćnih kanala prouzrokovanih patogenima osetljivim na fosfomicin kod osoba starijih od 12 godina (N30.0).,
408,1327356,J02AC01,flukonazol,FLUCONAL,"kapsula, tvrda","blister, 1 po 150 mg",Hemofarm a.d.,Republika Srbija,151.9,"0,2 g",202.53333333333333,0.75,,Lek se uvodi u terapiju  na osnovu mišljenja infektologa ili dermatologa ili hematologa.
409,1327355,J02AC01,flukonazol,FLUCONAL,"kapsula, tvrda","blister, 7 po 50 mg",Hemofarm a.d.,Republika Srbija,151.9,"0,2 g",86.8,0.75,,Lek se uvodi u terapiju  na osnovu mišljenja infektologa ili dermatologa ili hematologa.
410,1327401,J02AC01,flukonazol,FLUKOZOL,"kapsula, tvrda","blister, 7 po 50 mg",Ave Pharmaceutical d.o.o.,Republika Srbija,151.9,"0,2 g",86.8,0.75,,Lek se uvodi u terapiju  na osnovu mišljenja infektologa ili dermatologa ili hematologa.
411,1327400,J02AC01,flukonazol,FLUKOZOL,"kapsula, tvrda","blister, 1 po 150 mg",Ave Pharmaceutical d.o.o.,Republika Srbija,151.9,"0,2 g",202.53333333333333,0.75,,Lek se uvodi u terapiju  na osnovu mišljenja infektologa ili dermatologa ili hematologa.
412,1327402,J02AC02,itrakonazol,KANAZOL,"kapsula, tvrda","blister, 10 po 100 mg",Slaviamed d.o.o. ,Republika Srbija,701.3,"0,2 g",140.26,0.3,"1. Tinea corporis disseminata (  B35.4 ),
  2. Onychomycosis-pulsna terapija ( B35.1 ),
  3. Tinea capitis rezistentna na druge oblike terapije ( B35.0 ),
  4. Pityriasis versicolor  ( B36.0 ).",  Lek se uvodi u terapiju na osnovu mišljenja dermatologa.
413,1327403,J02AC02,itrakonazol,KANAZOL,"kapsula, tvrda","blister, 5 po 100 mg",Slaviamed d.o.o. ,Republika Srbija,350.7,"0,2 g",140.28,0.3,"  1. Tinea corporis disseminata (B35.4),
  2. Onychomycosis-pulsna terapija (B35.1),
  3. Tinea capitis rezistentna na druge oblike terapije (B35.0),
  4. Pityriasis versicolor  (B36.0).",  Lek se uvodi u terapiju na osnovu mišljenja dermatologa.
414,1039010,L02BA01,tamoksifen,NOLVADEX,film tableta,"blister, 30 po 10 mg",AstraZeneca UK Limited,Velika Britanija,282.4,20 mg,18.826666666666664,0.4,,
415,1037200,L02BB01,flutamid,FLUTASIN,tableta,"boca staklena, 90 po 250 mg",S.C. Sindan-Pharma S.R.L.,Rumunija,3596.5,"0,75 g",119.88333333333333,0.2, Lek se primenjuje u kompletnoj androgenoj blokadi uz medikamentoznu (LH-RH analozima) ili hiruršku kastraciju (C61).,Lek se uvodi u terapiju na osnovu mišljenja tri lekara - urologa   zdravstvene ustanove koja obavlja zdravstvenu delatnost na tercijarnom nivou. 
